Date,open,high,low,close
3/22/00,1493.87,1505.08,1487.33,1500.64
3/23/00,1500.64,1532.50,1492.39,1527.35
3/24/00,1527.35,1552.87,1516.83,1527.46
3/27/00,1527.46,1534.63,1518.46,1523.86
3/28/00,1523.86,1527.36,1507.09,1507.73
3/29/00,1507.73,1521.45,1497.45,1508.52
3/30/00,1508.52,1517.38,1474.63,1487.92
3/31/00,1487.92,1519.81,1484.38,1498.58
4/3/2000,1498.58,1507.19,1486.96,1505.97
4/4/2000,1505.98,1526.45,1416.41,1494.73
4/5/2000,1494.73,1506.55,1478.05,1487.37
4/6/2000,1487.37,1511.76,1487.37,1501.34
4/7/2000,1501.34,1518.68,1501.34,1516.35
4/10/2000,1516.35,1527.19,1503.35,1504.46
4/11/2000,1504.46,1512.80,1486.78,1500.59
4/12/2000,1500.59,1509.08,1466.15,1467.17
4/13/00,1467.17,1477.52,1439.34,1440.51
4/14/00,1440.51,1440.51,1339.40,1356.56
4/17/00,1356.56,1401.53,1346.50,1401.44
4/18/00,1401.44,1441.61,1397.81,1441.61
4/19/00,1441.61,1447.69,1424.26,1427.47
4/20/00,1427.47,1435.49,1422.08,1434.54
4/24/00,1434.54,1434.54,1407.13,1429.86
4/25/00,1429.86,1477.67,1429.86,1477.44
4/26/00,1477.44,1482.94,1456.98,1460.99
4/27/00,1460.99,1469.21,1434.81,1464.92
4/28/00,1464.92,1473.62,1448.15,1452.43
5/1/2000,1452.43,1481.51,1452.43,1468.25
5/2/2000,1468.25,1468.25,1445.22,1446.29
5/3/2000,1446.29,1446.29,1398.36,1415.10
5/4/2000,1415.10,1420.99,1404.94,1409.57
5/5/2000,1409.57,1436.03,1405.08,1432.63
5/8/2000,1432.63,1432.63,1417.05,1424.17
5/9/2000,1424.17,1430.28,1401.85,1412.14
5/10/2000,1412.14,1412.14,1375.14,1383.05
5/11/2000,1383.05,1410.26,1383.05,1407.81
5/12/2000,1407.81,1430.13,1407.81,1420.96
5/15/00,1420.96,1452.39,1416.54,1452.36
5/16/00,1452.36,1470.40,1450.76,1466.04
5/17/00,1466.04,1466.04,1441.67,1447.80
5/18/00,1447.80,1458.04,1436.59,1437.21
5/19/00,1437.21,1437.21,1401.74,1406.95
5/22/00,1406.95,1410.55,1368.73,1400.72
5/23/00,1400.72,1403.77,1373.43,1373.86
5/24/00,1373.86,1401.75,1361.09,1399.05
5/25/00,1399.05,1411.65,1373.93,1381.52
5/26/00,1381.52,1391.42,1369.75,1378.02
5/30/00,1378.02,1422.45,1378.02,1422.45
5/31/00,1422.44,1434.49,1415.50,1420.60
6/1/2000,1420.60,1448.81,1420.60,1448.81
6/2/2000,1448.81,1483.23,1448.81,1477.26
6/5/2000,1477.26,1477.28,1464.68,1467.63
6/6/2000,1467.63,1471.36,1454.74,1457.84
6/7/2000,1457.84,1474.64,1455.06,1471.36
6/8/2000,1471.36,1475.65,1456.49,1461.67
6/9/2000,1461.67,1472.67,1454.96,1456.95
6/12/2000,1456.95,1462.93,1445.99,1446.00
6/13/00,1446.00,1470.42,1442.38,1469.44
6/14/00,1469.44,1483.62,1467.71,1470.54
6/15/00,1470.54,1482.04,1464.62,1478.73
6/16/00,1478.73,1480.77,1460.42,1464.46
6/19/00,1464.46,1488.93,1459.05,1486.00
6/20/00,1486.00,1487.32,1470.18,1475.95
6/21/00,1475.95,1482.19,1468.00,1479.13
6/22/00,1479.13,1479.13,1448.03,1452.18
6/23/00,1452.18,1459.94,1438.31,1441.48
6/26/00,1441.48,1459.66,1441.48,1455.31
6/27/00,1455.31,1463.35,1450.55,1450.55
6/28/00,1450.55,1467.63,1450.55,1454.82
6/29/00,1454.82,1455.14,1434.63,1442.39
6/30/00,1442.39,1454.68,1438.71,1454.60
7/3/2000,1454.60,1469.58,1450.85,1469.54
7/5/2000,1469.54,1469.54,1442.45,1446.23
7/6/2000,1446.23,1461.65,1439.56,1456.67
7/7/2000,1456.67,1484.12,1456.67,1478.90
7/10/2000,1478.90,1486.56,1474.76,1475.62
7/11/2000,1475.62,1488.77,1470.48,1480.88
7/12/2000,1480.88,1497.69,1480.88,1492.92
7/13/00,1492.92,1501.39,1489.65,1495.84
7/14/00,1495.84,1509.99,1494.56,1509.98
7/17/00,1509.98,1517.32,1505.26,1510.49
7/18/00,1510.49,1510.49,1491.35,1493.74
7/19/00,1493.74,1495.63,1479.92,1481.96
7/20/00,1481.96,1501.92,1481.96,1495.57
7/21/00,1495.57,1495.57,1477.91,1480.19
7/24/00,1480.19,1485.88,1463.80,1464.29
7/25/00,1464.29,1476.23,1464.29,1474.47
7/26/00,1474.47,1474.47,1452.42,1452.42
7/27/00,1452.42,1464.91,1445.33,1449.62
7/28/00,1449.62,1456.68,1413.89,1419.89
7/31/00,1419.89,1437.65,1418.71,1430.83
8/1/2000,1430.83,1443.54,1428.96,1438.10
8/2/2000,1438.10,1451.59,1433.49,1438.70
8/3/2000,1438.70,1454.19,1425.43,1452.56
8/4/2000,1452.56,1462.93,1451.31,1462.93
8/7/2000,1462.93,1480.80,1460.72,1479.32
8/8/2000,1479.32,1484.52,1472.61,1482.80
8/9/2000,1482.80,1490.33,1471.16,1472.87
8/10/2000,1472.87,1475.15,1459.89,1460.25
8/11/2000,1460.25,1475.72,1453.06,1471.84
8/14/00,1471.84,1491.64,1468.56,1491.56
8/15/00,1491.56,1493.12,1482.74,1484.43
8/16/00,1484.43,1496.09,1475.74,1479.85
8/17/00,1479.85,1499.32,1479.85,1496.07
8/18/00,1496.07,1499.47,1488.99,1491.72
8/21/00,1491.72,1502.84,1491.13,1499.48
8/22/00,1499.48,1508.45,1497.42,1498.13
8/23/00,1498.13,1507.20,1489.52,1505.97
8/24/00,1505.97,1511.16,1501.25,1508.31
8/25/00,1508.31,1513.47,1505.09,1506.45
8/28/00,1506.45,1523.95,1506.45,1514.09
8/29/00,1514.09,1514.81,1505.46,1509.84
8/30/00,1509.84,1510.49,1500.09,1502.59
8/31/00,1502.59,1525.21,1502.59,1517.68
9/1/2000,1517.68,1530.09,1515.53,1520.77
9/5/2000,1520.77,1520.77,1504.21,1507.08
9/6/2000,1507.08,1512.61,1492.12,1492.25
9/7/2000,1492.25,1505.34,1492.25,1502.51
9/8/2000,1502.51,1502.51,1489.88,1494.50
9/11/2000,1494.50,1506.76,1483.01,1489.26
9/12/2000,1489.26,1496.93,1479.67,1481.99
9/13/00,1481.99,1487.45,1473.61,1484.91
9/14/00,1484.91,1494.16,1476.73,1480.87
9/15/00,1480.87,1480.96,1460.22,1465.81
9/18/00,1465.81,1467.77,1441.92,1444.51
9/19/00,1444.51,1461.16,1444.51,1459.90
9/20/00,1459.90,1460.49,1430.95,1451.34
9/21/00,1451.34,1452.77,1436.30,1449.05
9/22/00,1449.05,1449.05,1421.88,1448.72
9/25/00,1448.72,1457.42,1435.93,1439.03
9/26/00,1439.03,1448.04,1425.25,1427.21
9/27/00,1427.21,1437.22,1419.44,1426.57
9/28/00,1426.57,1461.69,1425.78,1458.29
9/29/00,1458.29,1458.29,1436.29,1436.51
10/2/2000,1436.52,1445.60,1429.83,1436.23
10/3/2000,1436.23,1454.82,1425.28,1426.46
10/4/2000,1426.46,1439.99,1416.31,1434.32
10/5/2000,1434.32,1444.17,1431.80,1436.28
10/6/2000,1436.28,1443.30,1397.06,1408.99
10/9/2000,1408.99,1409.69,1392.48,1402.03
10/10/2000,1402.03,1408.83,1383.85,1387.02
10/11/2000,1387.02,1387.02,1349.67,1364.59
10/12/2000,1364.59,1374.93,1328.06,1329.78
10/13/00,1329.78,1374.17,1327.08,1374.17
10/16/00,1374.17,1379.48,1365.06,1374.62
10/17/00,1374.62,1380.99,1342.34,1349.97
10/18/00,1349.97,1356.65,1305.79,1342.13
10/19/00,1342.13,1389.93,1342.13,1388.76
10/20/00,1388.76,1408.47,1382.19,1396.93
10/23/00,1396.93,1406.96,1387.75,1395.78
10/24/00,1395.78,1415.64,1388.13,1398.13
10/25/00,1398.13,1398.13,1362.21,1364.90
10/26/00,1364.90,1372.72,1337.81,1364.44
10/27/00,1364.44,1384.57,1364.13,1379.58
10/30/00,1379.58,1406.36,1376.86,1398.66
10/31/00,1398.66,1432.22,1398.66,1429.40
11/1/2000,1429.40,1429.60,1410.45,1421.22
11/2/2000,1421.22,1433.40,1421.22,1428.32
11/3/2000,1428.32,1433.21,1420.92,1426.69
11/6/2000,1428.76,1438.46,1427.72,1432.19
11/7/2000,1432.19,1436.22,1423.26,1431.87
11/8/2000,1431.87,1437.28,1408.78,1409.28
11/9/2000,1409.28,1409.28,1369.68,1400.14
11/10/2000,1400.14,1400.14,1365.97,1365.98
11/13/00,1365.98,1365.98,1328.62,1351.26
11/14/00,1351.26,1390.06,1351.26,1382.95
11/15/00,1382.95,1395.96,1374.75,1389.81
11/16/00,1389.81,1394.76,1370.39,1372.32
11/17/00,1372.32,1384.85,1355.55,1367.72
11/20/00,1367.72,1367.72,1341.67,1342.62
11/21/00,1342.62,1355.87,1333.62,1347.35
11/22/00,1347.35,1347.35,1321.89,1322.36
11/24/00,1322.36,1343.83,1322.36,1341.77
11/27/00,1341.77,1362.50,1341.77,1348.97
11/28/00,1348.97,1358.81,1334.97,1336.09
11/29/00,1336.09,1352.38,1329.28,1341.93
11/30/00,1341.91,1341.91,1294.90,1314.95
12/1/2000,1314.95,1334.67,1307.02,1315.23
12/4/2000,1315.18,1332.06,1310.23,1324.97
12/5/2000,1324.97,1376.56,1324.97,1376.54
12/6/2000,1376.54,1376.54,1346.15,1351.46
12/7/2000,1351.46,1353.50,1339.26,1343.55
12/8/2000,1343.55,1380.33,1343.55,1369.89
12/11/2000,1369.89,1389.05,1364.14,1380.20
12/12/2000,1380.20,1380.27,1370.27,1371.18
12/13/00,1371.18,1385.82,1358.48,1359.99
12/14/00,1359.99,1359.99,1340.48,1340.93
12/15/00,1340.93,1340.93,1305.38,1312.15
12/18/00,1312.15,1332.32,1312.15,1322.74
12/19/00,1322.96,1346.44,1305.20,1305.60
12/20/00,1305.60,1305.60,1261.16,1264.74
12/21/00,1264.74,1285.31,1254.07,1274.86
12/22/00,1274.86,1305.97,1274.86,1305.95
12/26/00,1305.97,1315.94,1301.64,1315.19
12/27/00,1315.19,1332.03,1310.96,1328.92
12/28/00,1328.92,1335.93,1325.78,1334.22
12/29/00,1334.22,1340.10,1317.51,1320.28
1/2/2001,1320.28,1320.28,1276.05,1283.27
1/3/2001,1283.27,1347.76,1274.62,1347.56
1/4/2001,1347.56,1350.24,1329.14,1333.34
1/5/2001,1333.34,1334.77,1294.95,1298.35
1/8/2001,1298.35,1298.35,1276.29,1295.86
1/9/2001,1295.86,1311.72,1295.14,1300.80
1/10/2001,1300.80,1313.76,1287.28,1313.27
1/11/2001,1313.27,1332.19,1309.72,1326.82
1/12/2001,1326.82,1333.21,1311.59,1318.55
1/16/01,1318.32,1327.81,1313.33,1326.65
1/17/01,1326.65,1346.92,1325.41,1329.47
1/18/01,1329.89,1352.71,1327.41,1347.97
1/19/01,1347.97,1354.55,1336.74,1342.54
1/22/01,1342.54,1353.62,1333.84,1342.90
1/23/01,1342.90,1362.90,1339.63,1360.40
1/24/01,1360.40,1369.75,1357.28,1364.30
1/25/01,1364.30,1367.35,1354.63,1357.51
1/26/01,1357.51,1357.51,1342.75,1354.95
1/29/01,1354.92,1365.54,1350.36,1364.17
1/30/01,1364.17,1375.68,1356.20,1373.73
1/31/01,1373.73,1383.37,1364.66,1366.01
2/1/2001,1366.01,1373.50,1359.34,1373.47
2/2/2001,1373.47,1376.38,1348.72,1349.47
2/5/2001,1349.47,1354.56,1344.48,1354.31
2/6/2001,1354.31,1363.55,1350.04,1352.26
2/7/2001,1352.26,1352.26,1334.26,1340.89
2/8/2001,1341.10,1350.32,1332.42,1332.53
2/9/2001,1332.53,1332.53,1309.98,1314.76
2/12/2001,1314.76,1330.96,1313.64,1330.31
2/13/01,1330.31,1336.62,1317.51,1318.80
2/14/01,1318.80,1320.73,1304.72,1315.92
2/15/01,1315.92,1331.29,1315.92,1326.61
2/16/01,1326.61,1326.61,1293.18,1301.53
2/20/01,1301.53,1307.16,1278.44,1278.94
2/21/01,1278.94,1282.97,1253.16,1255.27
2/22/01,1255.27,1259.94,1228.33,1252.82
2/23/01,1252.82,1252.82,1215.44,1245.86
2/26/01,1245.86,1267.69,1241.71,1267.65
2/27/01,1267.65,1272.76,1252.26,1257.94
2/28/01,1257.94,1263.47,1229.65,1239.94
3/1/2001,1239.94,1241.36,1214.50,1241.23
3/2/2001,1241.23,1251.01,1219.74,1234.18
3/5/2001,1234.18,1242.55,1234.04,1241.41
3/6/2001,1241.41,1267.42,1241.41,1253.80
3/7/2001,1253.80,1263.86,1253.80,1261.89
3/8/2001,1261.89,1266.50,1257.60,1264.74
3/9/2001,1264.74,1264.74,1228.42,1233.42
3/12/2001,1233.42,1233.42,1176.78,1180.16
3/13/01,1180.16,1197.83,1171.50,1197.66
3/14/01,1197.66,1197.66,1155.35,1166.71
3/15/01,1166.71,1182.04,1166.71,1173.56
3/16/01,1173.56,1173.56,1148.64,1150.53
3/19/01,1150.53,1173.50,1147.18,1170.81
3/20/01,1170.81,1180.56,1142.19,1142.62
3/21/01,1142.62,1149.39,1118.74,1122.14
3/22/01,1122.14,1124.27,1081.19,1117.58
3/23/01,1117.58,1141.83,1117.58,1139.83
3/26/01,1139.83,1160.02,1139.83,1152.69
3/27/01,1152.69,1183.35,1150.96,1182.17
3/28/01,1182.17,1182.17,1147.83,1153.29
3/29/01,1153.29,1161.69,1136.26,1147.95
3/30/01,1147.95,1162.80,1143.83,1160.33
4/2/2001,1160.33,1169.51,1137.51,1145.87
4/3/2001,1145.87,1145.87,1100.19,1106.46
4/4/2001,1106.46,1117.50,1091.99,1103.25
4/5/2001,1103.25,1151.47,1103.25,1151.44
4/6/2001,1151.44,1151.44,1119.29,1128.43
4/9/2001,1128.43,1146.13,1126.38,1137.59
4/10/2001,1137.59,1173.92,1137.59,1168.38
4/11/2001,1168.38,1182.24,1160.26,1165.89
4/12/2001,1165.89,1183.51,1157.73,1183.50
4/16/01,1183.50,1184.64,1167.38,1179.68
4/17/01,1179.68,1192.25,1168.90,1191.81
4/18/01,1191.81,1248.42,1191.81,1238.16
4/19/01,1238.16,1253.71,1233.39,1253.69
4/20/01,1253.70,1253.70,1234.41,1242.98
4/23/01,1242.98,1242.98,1217.47,1224.36
4/24/01,1224.36,1233.54,1208.89,1209.47
4/25/01,1209.47,1232.36,1207.38,1228.75
4/26/01,1228.75,1248.30,1228.75,1234.52
4/27/01,1234.52,1253.07,1234.52,1253.05
4/30/01,1253.05,1269.30,1243.99,1249.46
5/1/2001,1249.46,1266.47,1243.55,1266.44
5/2/2001,1266.44,1272.93,1257.70,1267.43
5/3/2001,1267.43,1267.43,1239.88,1248.58
5/4/2001,1248.58,1267.51,1232.00,1266.61
5/7/2001,1266.61,1270.00,1259.19,1263.51
5/8/2001,1266.71,1267.01,1253.00,1261.20
5/9/2001,1261.20,1261.65,1247.83,1255.54
5/10/2001,1255.54,1268.14,1254.56,1255.18
5/11/2001,1255.18,1259.84,1240.79,1245.67
5/14/01,1245.67,1249.68,1241.02,1248.92
5/15/01,1248.92,1257.45,1245.36,1249.44
5/16/01,1249.44,1286.39,1243.02,1284.99
5/17/01,1284.99,1296.48,1282.65,1288.49
5/18/01,1288.49,1292.06,1281.15,1291.96
5/21/01,1291.96,1312.95,1287.87,1312.83
5/22/01,1312.83,1315.93,1306.89,1309.38
5/23/01,1309.38,1309.38,1288.70,1289.05
5/24/01,1289.05,1295.04,1281.22,1293.17
5/25/01,1293.17,1293.17,1276.42,1277.89
5/29/01,1277.89,1278.42,1265.41,1267.93
5/30/01,1267.93,1267.93,1245.96,1248.08
5/31/01,1248.08,1261.91,1248.07,1255.82
6/1/2001,1255.82,1265.34,1246.88,1260.67
6/4/2001,1260.67,1267.17,1256.36,1267.11
6/5/2001,1267.11,1286.62,1267.11,1283.57
6/6/2001,1283.57,1283.85,1269.01,1270.03
6/7/2001,1270.03,1277.08,1265.08,1276.96
6/8/2001,1276.96,1277.11,1259.99,1264.96
6/11/2001,1264.96,1264.96,1249.23,1254.39
6/12/2001,1254.39,1261.00,1235.75,1255.85
6/13/01,1255.85,1259.75,1241.59,1241.60
6/14/01,1241.60,1241.60,1218.90,1219.87
6/15/01,1219.87,1221.50,1203.03,1214.36
6/18/01,1214.36,1221.23,1208.33,1208.43
6/19/01,1208.43,1226.11,1207.71,1212.58
6/20/01,1212.58,1225.61,1210.07,1223.14
6/21/01,1223.14,1240.24,1220.25,1237.04
6/22/01,1237.04,1237.73,1221.41,1225.35
6/25/01,1225.35,1231.50,1213.60,1218.60
6/26/01,1218.60,1220.70,1204.64,1216.76
6/27/01,1216.76,1219.92,1207.29,1211.07
6/28/01,1211.07,1234.44,1211.07,1226.20
6/29/01,1226.20,1237.29,1221.14,1224.38
7/2/2001,1224.42,1239.78,1224.03,1236.72
7/3/2001,1236.71,1236.71,1229.43,1234.45
7/5/2001,1234.45,1234.45,1219.15,1219.24
7/6/2001,1219.24,1219.24,1188.74,1190.59
7/9/2001,1190.59,1201.76,1189.75,1198.78
7/10/2001,1198.78,1203.43,1179.93,1181.52
7/11/2001,1181.52,1184.93,1168.46,1180.18
7/12/2001,1180.18,1210.25,1180.18,1208.14
7/13/01,1208.14,1218.54,1203.61,1215.68
7/16/01,1215.68,1219.63,1200.05,1202.45
7/17/01,1202.45,1215.36,1196.14,1214.44
7/18/01,1214.44,1214.44,1198.33,1207.71
7/19/01,1207.71,1225.04,1205.80,1215.02
7/20/01,1215.02,1215.69,1207.04,1210.85
7/23/01,1210.85,1215.22,1190.50,1191.03
7/24/01,1191.03,1191.03,1165.54,1171.65
7/25/01,1171.65,1190.52,1171.28,1190.49
7/26/01,1190.49,1204.18,1182.65,1202.93
7/27/01,1202.93,1209.26,1195.99,1205.82
7/30/01,1205.82,1209.05,1200.41,1204.52
7/31/01,1204.52,1222.74,1204.52,1211.23
8/1/2001,1211.23,1223.04,1211.23,1215.93
8/2/2001,1215.93,1226.27,1215.31,1220.75
8/3/2001,1220.75,1220.75,1205.31,1214.35
8/6/2001,1214.35,1214.35,1197.35,1200.48
8/7/2001,1200.47,1207.56,1195.64,1204.40
8/8/2001,1204.40,1206.79,1181.27,1183.53
8/9/2001,1183.53,1184.71,1174.68,1183.43
8/10/2001,1183.43,1193.33,1169.55,1190.16
8/13/01,1190.16,1193.82,1185.12,1191.29
8/14/01,1191.29,1198.79,1184.26,1186.73
8/15/01,1186.73,1191.21,1177.61,1178.02
8/16/01,1178.02,1181.80,1166.08,1181.66
8/17/01,1181.66,1181.66,1156.07,1161.97
8/20/01,1161.97,1171.41,1160.94,1171.41
8/21/01,1171.41,1179.85,1156.56,1157.26
8/22/01,1157.26,1168.56,1153.34,1165.31
8/23/01,1165.31,1169.86,1160.96,1162.09
8/24/01,1162.09,1185.15,1162.09,1184.93
8/27/01,1184.93,1186.85,1178.07,1179.21
8/28/01,1179.21,1179.66,1161.17,1161.51
8/29/01,1161.51,1166.97,1147.38,1148.56
8/30/01,1148.60,1151.75,1124.87,1129.03
8/31/01,1129.03,1141.83,1126.38,1133.58
9/4/2001,1133.58,1155.40,1129.06,1132.94
9/5/2001,1132.94,1135.52,1114.86,1131.74
9/6/2001,1131.74,1131.74,1105.83,1106.40
9/7/2001,1106.40,1106.40,1082.12,1085.78
9/10/2001,1085.78,1096.94,1073.15,1092.54
9/17/01,1092.54,1092.54,1037.46,1038.77
9/18/01,1038.77,1046.42,1029.25,1032.74
9/19/01,1032.74,1038.91,984.62,1016.10
9/20/01,1016.10,1016.10,984.49,984.54
9/21/01,984.54,984.54,944.75,965.80
9/24/01,965.80,1008.44,965.80,1003.45
9/25/01,1003.45,1017.14,998.33,1012.27
9/26/01,1012.27,1020.29,1002.62,1007.04
9/27/01,1007.04,1018.92,998.24,1018.61
9/28/01,1018.61,1040.94,1018.61,1040.94
10/1/2001,1040.94,1040.94,1026.76,1038.55
10/2/2001,1038.55,1051.33,1034.47,1051.33
10/3/2001,1051.33,1075.38,1041.48,1072.28
10/4/2001,1072.28,1084.12,1067.82,1069.63
10/5/2001,1069.62,1072.35,1053.50,1071.38
10/8/2001,1071.37,1071.37,1056.88,1062.44
10/9/2001,1062.44,1063.37,1053.83,1056.75
10/10/2001,1056.75,1081.62,1052.76,1080.99
10/11/2001,1080.99,1099.16,1080.99,1097.43
10/12/2001,1097.43,1097.43,1072.15,1091.65
10/15/01,1091.65,1091.65,1078.19,1089.98
10/16/01,1089.98,1101.66,1087.13,1097.54
10/17/01,1097.54,1107.12,1076.57,1077.09
10/18/01,1077.09,1077.94,1064.54,1068.61
10/19/01,1068.61,1075.52,1057.24,1073.48
10/22/01,1073.48,1090.57,1070.79,1089.90
10/23/01,1089.90,1098.99,1081.53,1084.78
10/24/01,1084.78,1090.26,1079.98,1085.20
10/25/01,1085.20,1100.09,1065.64,1100.09
10/26/01,1100.09,1110.61,1094.24,1104.61
10/29/01,1104.61,1104.61,1078.30,1078.30
10/30/01,1078.30,1078.30,1053.61,1059.79
10/31/01,1059.79,1074.79,1057.55,1059.78
11/1/2001,1059.78,1085.61,1054.31,1084.10
11/2/2001,1084.10,1089.63,1075.58,1087.20
11/5/2001,1087.20,1106.72,1087.20,1102.84
11/6/2001,1102.84,1119.73,1095.36,1118.86
11/7/2001,1118.86,1126.62,1112.98,1115.80
11/8/2001,1115.80,1135.75,1115.42,1118.54
11/9/2001,1118.54,1123.02,1111.13,1120.31
11/12/2001,1120.31,1121.71,1098.32,1118.33
11/13/01,1118.33,1139.14,1118.33,1139.09
11/14/01,1139.09,1148.28,1132.87,1141.21
11/15/01,1141.21,1146.46,1135.06,1142.24
11/16/01,1142.24,1143.52,1129.92,1138.65
11/19/01,1138.65,1151.06,1138.65,1151.06
11/20/01,1151.06,1152.45,1142.17,1142.66
11/21/01,1142.66,1142.66,1129.78,1137.03
11/23/01,1137.03,1151.05,1135.90,1150.34
11/26/01,1150.34,1157.88,1146.17,1157.42
11/27/01,1157.42,1163.38,1140.81,1149.50
11/28/01,1149.50,1149.50,1128.29,1128.52
11/29/01,1128.52,1140.40,1125.51,1140.20
11/30/01,1140.20,1143.57,1135.89,1139.45
12/3/2001,1139.45,1139.45,1125.78,1129.90
12/4/2001,1129.90,1144.80,1128.86,1144.80
12/5/2001,1143.77,1173.62,1143.77,1170.35
12/6/2001,1170.35,1173.35,1164.43,1167.10
12/7/2001,1167.10,1167.10,1152.66,1158.31
12/10/2001,1158.31,1158.31,1139.66,1139.93
12/11/2001,1139.93,1150.89,1134.32,1136.76
12/12/2001,1136.76,1141.58,1126.01,1137.07
12/13/01,1137.07,1137.07,1117.85,1119.38
12/14/01,1119.38,1128.28,1114.53,1123.09
12/17/01,1123.09,1137.30,1122.66,1134.36
12/18/01,1134.36,1145.10,1134.36,1142.92
12/19/01,1142.92,1152.44,1134.75,1149.56
12/20/01,1149.56,1151.42,1139.93,1139.93
12/21/01,1139.93,1147.46,1139.93,1144.89
12/24/01,1144.89,1147.83,1144.62,1144.65
12/26/01,1144.65,1159.18,1144.65,1149.37
12/27/01,1149.37,1157.13,1149.37,1157.13
12/28/01,1157.13,1164.64,1157.13,1161.02
12/31/01,1161.02,1161.16,1148.04,1148.08
1/2/2002,1148.08,1154.67,1136.23,1154.67
1/3/2002,1154.67,1165.27,1154.01,1165.27
1/4/2002,1165.27,1176.55,1163.42,1172.51
1/7/2002,1172.51,1176.97,1163.55,1164.89
1/8/2002,1164.89,1167.60,1157.46,1160.71
1/9/2002,1160.71,1174.26,1151.89,1155.14
1/10/2002,1155.14,1159.93,1150.85,1156.55
1/11/2002,1156.55,1159.41,1145.45,1145.60
1/14/02,1145.60,1145.60,1138.15,1138.41
1/15/02,1138.41,1148.81,1136.88,1146.19
1/16/02,1146.19,1146.19,1127.49,1127.57
1/17/02,1127.57,1139.27,1127.57,1138.88
1/18/02,1138.88,1138.88,1124.45,1127.58
1/22/02,1127.58,1135.26,1117.91,1119.31
1/23/02,1119.31,1131.94,1117.43,1128.18
1/24/02,1128.18,1139.50,1128.18,1132.15
1/25/02,1132.15,1138.31,1127.82,1133.28
1/28/02,1133.28,1138.63,1126.66,1133.06
1/29/02,1133.06,1137.47,1098.74,1100.64
1/30/02,1100.64,1113.79,1081.66,1113.57
1/31/02,1113.57,1130.21,1113.30,1130.20
2/1/2002,1130.20,1130.20,1118.51,1122.20
2/4/2002,1122.20,1122.20,1092.25,1094.44
2/5/2002,1094.44,1100.96,1082.58,1090.02
2/6/2002,1090.02,1093.58,1077.78,1083.51
2/7/2002,1083.51,1094.03,1078.44,1080.17
2/8/2002,1080.17,1096.30,1079.91,1096.22
2/11/2002,1096.22,1112.01,1094.68,1111.94
2/12/2002,1111.94,1112.68,1102.98,1107.50
